Time,F-Scale,Location,County,State,Lat,Lon,Comments
1625,UNK,HATTON,LAWRENCE,AL,34.56,-87.41,TREES DOWN ON HIGHWAY 101 (HUN)
1626,UNK,DERMOTT,CHICOT,AR,33.53,-91.44,NUMEROUS TREES AND POWERLINES DOWN ACROSS TOWN. HIGHWAY 35 WEST CLOSED OFF DUE TO TREES AND POWERLINES BLOCKING TRAFFIC. (JAN)
1629,UNK,NW CAPSHAW,LIMESTONE,AL,34.77,-86.79,LARGE TREES WERE BLOWN DOWN. SOME WERE SNAPPED. (HUN)
1640,UNK,6 S SOMERVILLE,MORGAN,AL,34.39,-86.8,A TREE WAS REPORTED DOWN ON A HOUSE. (HUN)
1640,UNK,HUNTSVILLE,MADISON,AL,34.73,-86.59,POWERLINES DOWN NEAR RAINBOW AND NEIL ROAD. (HUN)
1640,UNK,2 WNW CAPSHAW,LIMESTONE,AL,34.78,-86.83,LARGE TREES BLOWN DOWN. (HUN)
1643,UNK,RIPLEY,LIMESTONE,AL,34.76,-87.12,BARN RIPPED OFF NEAR THE LIMESTONE COUNTY JAIL...AND NUMEROUS TREES REPORTED DOWN ON SANDERSON ROAD AND CAPSHAW (HUN)
1649,59,HUNTSVILLE,MADISON,AL,34.73,-86.59,A WIND GUST OF 59 MPH WAS OBSERVED. (HUN)
1653,UNK,HUNTSVILLE,MADISON,AL,34.73,-86.59,A TREE WAS BLOWN DOWN ON A HOUSE. POSSIBLE TORNADO DAMAGE. (HUN)
1658,UNK,HUNTSVILLE,MADISON,AL,34.73,-86.59,TREES BLOWN ON SLAUGHTER AND EASTVIEW ROAD. (HUN)
1703,UNK,2 W CAPSHAW,LIMESTONE,AL,34.78,-86.83,A LARGE TREE WAS BLOWN DOWN ON A MOBILE HOME. (HUN)
1703,UNK,5 NE MOORES MILL,MADISON,AL,34.89,-86.45,DAMAGE REPORTED AROUND BUCKHORN HIGH SCHOOL. POSSIBLE TORNADO DAMAGE. (HUN)
1710,UNK,HILLSBOROUGH,ORANGE,NC,36.07,-79.1,TREES AND POWER LINES DOWN ON ST. MARYS STREET. (RAH)
1715,UNK,WINCHESTER,FRANKLIN,TN,35.19,-86.11,WALL CLOUD REPORTED. (HUN)
1718,UNK,3 WSW CAPSHAW,LIMESTONE,AL,34.76,-86.83,ALL FOUR LANES OF HIGHWAY 72 CLOSED DUE TO DEBRIS. (HUN)
1720,UNK,DECATUR,MORGAN,AL,34.61,-86.98,COLLAPSED BUILDING ON HAYDEN STREET (HUN)
1730,UNK,4 NNE FARLEY,MADISON,AL,34.65,-86.55,TWO TREES WERE BLOWN DOWN NEAR THE INTERSECTION OF CONSTATT AND WEATHERLY. (HUN)
1730,UNK,5 SSE HARVEST,MADISON,AL,34.79,-86.71,ROOF WAS BLOWN OFF A HOUSE ON MOUNT ZION ROAD NEAR MONROVIA MIDDLE SCHOOL. (HUN)
1733,UNK,PARCHMAN,SUNFLOWER,MS,33.92,-90.5,A FEW POWER LINES DOWN (JAN)
1740,UNK,6 W NORMAL,MADISON,AL,34.79,-86.67,BUILDING COLLAPSED NEAR THE INTERSECTION OF HIGHWAY 53 AND VON BRAUN DRIVE. (HUN)
1745,UNK,SOLON,CUYAHOGA,OH,41.37,-81.45,SEVERAL LARGE LIMBS DOWN (CLE)
1745,59,RICHMOND HTS,CUYAHOGA,OH,41.58,-81.49,(CLE)
1753,UNK,3 NNE MAYSVILLE,MADISON,AL,34.8,-86.41,DEBRIS AND TREES BLOCKING THE ROAD. POSSIBLE TORNADO DAMAGE. (HUN)
1758,UNK,KIRTLAND,LAKE,OH,41.62,-81.35,SEVERAL TREES DOWN (CLE)
1800,UNK,4 WSW BRIDGEPORT,JACKSON,AL,34.91,-85.78,LARGE TREES BLOWN DOWN AND FLASHING BLOWN OFF OF PART OF A HOUSE. (HUN)
1805,UNK,MONROE,OUACHITA,LA,32.51,-92.08,NUMEROUS TREES DOWN AT CHENAULT PARK JUST EAST OF THE MONROE REGIONAL AIRPORT. DAMAGE LIKELY ASSOCIATED WITH A STRONG DOWNBURST. (SHV)
1805,UNK,PAINESVILLE TWP,LAKE,OH,41.69,-81.29,SEVERAL TREES DOWN (CLE)
1806,UNK,GRUETLI-LAAGER,GRUNDY,TN,35.37,-85.64,TREES AND POWER LINES BLOWN DOWN IN THE COALMONT... GRUETLI-LAAGER AND PALMER AREAS. (OHX)
1811,UNK,5 SE BASSETT,HENRY,VA,36.71,-79.91,3 FT DIAMETER TREE BLOWN DOWN AND KNOCKED DOWN POWER AND PHONE LINES (RNK)
1817,UNK,LEROY,LAKE,OH,41.65,-81.13,SEVERAL TREES DOWN (CLE)
1820,UNK,4 SE TRACY CITY,MARION,TN,35.22,-85.7,TREES DOWN ON HWY 150 BLOCKING THE ROAD. (MRX)
1830,UNK,2 SSW HARVEST,MADISON,AL,34.83,-86.76,ALUMINUM ROOFING PIECES FROM A COVERED WALKWAY TWISTED AROUND TREES AT CREEKSIDE ELEMENTARY. SOME STUCTURAL DAMAGE MAY HAVE OCCURRED. POSSIBLE TORNADO DAMAGE. (HUN)
1830,UNK,4 W LOOKOUT MOUNTAIN,DADE,GA,34.98,-85.43,DADE COUNTY EMERGENCY MANAGEMENT REPORTED OVER 50 DOWNED TREES AND POWERLINES ALONG HIGHWAY 299 IN THE NORTHERN SECTION OF THE COUNTY. (FFC)
1834,UNK,3 NW GREENWOOD,LEFLORE,MS,33.55,-90.23,7 POWER POLES DOWN ALONG HWY 49. (JAN)
1835,UNK,6 WNW HUNTSVILLE,MADISON,AL,34.77,-86.68,A TREE WAS BLOWN DOWN ONTO A HOUSE ON PLUMMER ROAD. (HUN)
1840,UNK,3 S OXFORD,LAFAYETTE,MS,34.32,-89.53,STRONG WINDS WITH DAMAGE. LOTS OF TREES DOWN. (MEG)
1840,UNK,DUNLAP,SEQUATCHIE,TN,35.37,-85.39,NUMEROUS TREES DOWN. (MRX)
1843,UNK,7 WNW HUNTSVILLE,MADISON,AL,34.78,-86.68,ROOF DAMAGE REPORTED AT INDIAN CREEK CHRUCH. (HUN)
1845,UNK,LOOKOUT MOUNTAIN,WALKER,GA,34.98,-85.36,WALKER COUNTY 911 RELAYED A REPORT OF WIDESPREAD TREE DAMAGE IN LOOKOUT MOUNTAIN. (FFC)
1853,UNK,3 N FORT OGLETHORPE,CATOOSA,GA,34.99,-85.26,CATOOSA COUNTY 911 RELAYED A REPORT OF SEVERAL TREES AND POWER LINES DOWN NORTH OF FORT OGLETHORPE. (FFC)
1900,UNK,HARVEST,MADISON,AL,34.86,-86.75,HOMES BACK PORCH AND 1/4 OF REAR ROOF SHINGLES BLOWN OFF. 32-FOOT TRAVEL TRAILER OVERTURNED. POSSIBLE TORNADO. (HUN)
1900,UNK,VELVET RIDGE,WHITE,AR,35.42,-91.58,A TREE FELL ACROSS A TRAILER. (LZK)
1900,UNK,4 SSE PLEASANT PLAINS,WHITE,AR,35.49,-91.59,TREES AND POWER LINES WERE BLOWN DOWN ALONG U.S. HWY 167. (LZK)
1900,UNK,CAMDEN,CAMDEN,NJ,39.94,-75.11,*** 2 INJ *** TWO PEOPLE INJURED BY SNAPPED TREES IN CAMDEN. (PHI)
1930,65,ELLSINORE,CARTER,MO,36.93,-90.75,(PAH)
1936,UNK,3 S FLORENCE,COLBERT,AL,34.76,-87.67,A TREE WAS BLOWN DOWN ON A MOBILE HOME. (HUN)
1936,UNK,CLEVELAND,GREENVILLE,SC,35.07,-82.53,DAMAGE TO APARTMENTS ON CROWN COLONY DRIVE. (MRX)
1936,UNK,CLEVELAND,BRADLEY,TN,35.18,-84.87,TREES DOWN ON HOMES NEAR INTERSECTION OF GREENWOOD AND OAKCREST. (MRX)
1943,UNK,4 E NANIH WAIYA,KEMPER,MS,32.92,-88.89,EXTENSIVE DAMAGE...MOBILE HOMES DAMAGED OR DESTROYED...LARGE NUMBERS OF TREES DOWN PREVENTING EMERGENCY WORKERS FROM GETTING INTO AREA. UNKNOWN NUMBER OF INJURIES. (JAN)
1945,UNK,1 N SCOTTSVILLE,ALBEMARLE,VA,37.81,-78.49,TREE DOWN ON SCOTTSVILLE ROAD ONE MILE NORTH OF SCOTTSVILLE. (LWX)
1948,UNK,PRESTON,KEMPER,MS,32.88,-88.83,POWERLINES DOWN ACROSS HWY 39...LIKELY REAR FLANK WINDS ASSOCIATED WITH LARGE TORNADIC STORM PASSING TO THE N (JAN)
1951,UNK,RANDOLPH TWP,MORRIS,NJ,40.85,-74.57,A FEW TREES DOWN IN THE COUNTY. (PHI)
1954,UNK,JONESBORO,CRAIGHEAD,AR,35.82,-90.69,TREES DOWN AND ROOFS DAMAGED AT HWY 158 (MEG)
1955,60,7 NW POPLAR BLUFF,BUTLER,MO,36.84,-90.5,TREES DOWN (PAH)
2000,UNK,CALHOUN CITY,CALHOUN,MS,33.86,-89.31,LARGE TREE LIMBS DOWN. WINDS ESTIMATED AT 70 MPH. (MEG)
2003,UNK,4 E RIENZI,ALCORN,MS,34.76,-88.46,LOTS OF TREES DOWN NEAR THE TOWN OF JACINTO ALONG HWY 356 BETWEEN RIENZI AND BURNSVILLE. PROBABLE TORNADO. (MEG)
2003,113,BAY,CRAIGHEAD,AR,35.74,-90.56,MEASURED AT THE AIRPORT (MEG)
2005,UNK,CRANBERRY,VENANGO,PA,41.35,-79.72,TREES DOWN ON ALLISON RD NEAR MORRISON PARK. (PBZ)
2005,UNK,PRESIDENT,VENANGO,PA,41.46,-79.56,TREES DOWN ON WALNUT BEND RD (PBZ)
2005,UNK,PLEASANTVILLE,VENANGO,PA,41.59,-79.58,TREES DOWN ON 3RD ST AND CEMETERY RD. (PBZ)
2008,UNK,TRUMANN,POINSETT,AR,35.67,-90.52,ROOFS OF HOUSES. TREES DOWN. TIME ESTIMATED (MEG)
2015,UNK,ENDVILLE,PONTOTOC,MS,34.32,-88.88,ONE HOUSE DAMAGED. POSSIBLE TORNADO (MEG)
2015,UNK,MEADVILLE,CRAWFORD,PA,41.62,-80.13,SEVERAL TREES AND WIRES DOWN (CLE)
2020,UNK,4 W TUPELO,LEE,MS,34.26,-88.8,MULTIPLE TREES DOWN. TREE ON HOUSE ON HWY 9 WEST OF TUPELO (MEG)
2020,UNK,LUNSFORD,CRAIGHEAD,AR,35.76,-90.48,HOUSE DESTROYED. POSSIBLE TORNADO (MEG)
2025,UNK,FLORENCE,LAUDERDALE,AL,34.8,-87.68,ROOFS BLOWN OFF HOUSES AND TREES DOWN. LOCATION WAS HOLLYWOOD AND VETERANS DRIVE. (HUN)
2035,UNK,ENGLEWOOD,MCMINN,TN,35.42,-84.49,TREES AND POWER LINES DOWN ON HWY 165. (MRX)
2037,UNK,PRESIDENT,VENANGO,PA,41.46,-79.56,TREES DOWN ON WALNUT BEND RD (PBZ)
2038,UNK,PLEASANTVILLE,VENANGO,PA,41.59,-79.58,TREES DOWN ON 3RD ST AND CEMETERY RD (PBZ)
2040,60,UNION CITY,ERIE,PA,41.88,-79.83,(CLE)
2042,60,5 E UNION CITY,ERIE,PA,41.88,-79.73,(CLE)
2047,UNK,7 NNW HESTERVILLE,ATTALA,MS,33.25,-89.69,TREES DOWN ON COUNTY ROAD 3122 (JAN)
2050,UNK,REYNOLDSVILLE,JEFFERSON,PA,41.09,-78.89,TREES AND POWER LINES DOWN ON WAYNE RD IN WINSLOW TWP. (PBZ)
2050,UNK,DUBOIS,CLEARFIELD,PA,41.12,-78.76,SHED DAMAGED AND TREE DOWN ON QUARRY AVE. PUBLIC REPORTED A FUNNEL CLOUD (CTP)
2050,UNK,FALLS CREEK,JEFFERSON,PA,41.15,-78.8,PARTS OF ROOFS AND SIDINGS TORN OFF BUILDINGS. (PBZ)
2100,UNK,OKOLONA,CHICKASAW,MS,34.01,-88.75,ROOF AND STRUCTURAL DAMAGE (MEG)
2100,UNK,3 S KANNAPOLIS,CABARRUS,NC,35.45,-80.62,TREE DOWN ON HOUSE. (GSP)
2100,UNK,FRUITLAND,CAPE GIRARDEAU,MO,37.45,-89.64,LATE REPORT...TREES DOWN WITH SOME TWISTED AT THE BASE. ONE TREE FELL ON A HOME CAUSING STRUCTURAL DAMAGE. EVENT OCCURRED OFF OF HIGHWAY 61 NEAR FRUITLAND. (PAH)
2110,UNK,DUBOIS,CLEARFIELD,PA,41.12,-78.76,TREES AND WIRES DOWN IN THE CITY (CTP)
2115,UNK,DUBOIS,CLEARFIELD,PA,41.12,-78.76,SHED DAMAGED AND TREE DOWN ON QUARRY AVE. PUBLIC REPORTED A FUNNEL CLOUD (CTP)
2120,UNK,1 NW ELLERY CENTER,CHAUTAUQUA,NY,42.19,-79.36,TREE DOWN BETWEEN ELLERY CENTER AND MAPLE SPRINGS (BUF)
2122,UNK,FRUITLAND,CAPE GIRARDEAU,MO,37.45,-89.64,TEN INCH CHERRY SNAPPED ABOVE THE GROUND AT HIGHWAY FF AND HIGHWAY 61. (PAH)
2130,UNK,SUNBRIGHT,MORGAN,TN,36.24,-84.67,TREES DOWN. (MRX)
2145,UNK,5 SW CROSSVILLE,CUMBERLAND,TN,35.9,-85.1,TREES BLOWN DOWN ON POWER LINES NEAR LAKE TANSI. (OHX)
2145,UNK,ONEIDA,SCOTT,TN,36.5,-84.51,TREES DOWN. (MRX)
2145,UNK,5 E GATE CITY,SCOTT,VA,36.64,-82.49,TREES DOWN. (MRX)
2147,80,3 E HARVEST,MADISON,AL,34.86,-86.69,(HUN)
2158,UNK,2 NNE FORT OGLETHORPE,CATOOSA,GA,34.97,-85.25,CATOOSA COUNTY EMERGENCY MANGEMENT RELAYED REPORTS OF A COUPLE OF DOWNED TREES AND SHINGLES BLOWN OFF ROOFS IN THE ROSSVILLE SECTION OF NW CATOOSA COUNTY. (FFC)
2200,UNK,2 SE LOOKOUT MOUNTAIN,WALKER,GA,34.96,-85.33,AMATEUR RADIO RELAYED REPORTS OF SEVERAL DOWNED TREES AND POWERLINES NEAR THE DRIVE ALLEY ROAD AND BURNT MILL ROAD AREAS OF ROSSVILLE. (FFC)
2200,UNK,JELLICO,CAMPBELL,TN,36.58,-84.13,TREES DOWN AND A POWER POLE SPLIT. (MRX)
2204,UNK,5 SSW CROSSVILLE,CUMBERLAND,TN,35.88,-85.07,EMERGENCY MANAGERS OFFICE REPORTS MULTIPLE TREES DOWN,SOME ON DRIVEWAYS AND ONE ON A HOUSE. POWER LINES DOWN AS WELL. COMMUNITY OF TANSI. (OHX)
2205,UNK,ROSSVILLE,WALKER,GA,34.98,-85.29,PUBLIC REPORTED A SMALL OUTBUILDING AND ALL ITS CONTENTS WERE BLOWN AWAY. SOME TREES WERE ALSO DOWNED. (FFC)
2211,UNK,HOUGHTON,ALLEGANY,NY,42.43,-78.16,TREES DOWN NEAR WESLEYAN CHURCH AT RT 19. (BUF)
2212,UNK,1 W DUMFRIES,PRINCE WILLIAM,VA,38.57,-77.33,TREE LIMBS ABOUT 15 TO 17 INCHES IN DIAMETER WERE BLOWN DOWN. A CHRISTMAS TREE THAT WAS LAYING IN THE BACKYARD WAS MOVED ABOUT 60 FEET. A FUNNEL CLOUD WAS ALSO SITED. (LWX)
2215,UNK,MORRISTOWN,HAMBLEN,TN,36.21,-83.3,SEVERAL TREES DOWN. 1 TREE DOWN ON A HOME ON AILSHIE ROAD. (MRX)
2215,UNK,E AUSTIN,POTTER,PA,41.64,-78.09,SEVERAL TREES DOWN AND WATER OVER ROADS. (CTP)
2220,UNK,2 SW PICKWICK DAM,HARDIN,TN,35.03,-88.28,HARDWARE STORE DESTROYED ON HWY 57...TRUCKED FLIPPED OVER. SPOTTER SAW FUNNEL CLOUD...POSSIBLE TORNADO...HOWEVER FUNNEL BECAME RAIN WRAPPED BEFORE MOVING OVER LOCATION. (MEG)
2224,UNK,ONEIDA,SCOTT,TN,36.5,-84.51,NUMEROUS TREES AND POWER LINES DOWN COUNTY WIDE. (MRX)
2224,UNK,1 SSW DUMFRIES,PRINCE WILLIAM,VA,38.56,-77.33,LARGE TREE DOWN ACROSS ROADWAY IN THE DUMFRIES AND TRIANGLE AREA (LWX)
2229,UNK,E AUSTIN,POTTER,PA,41.64,-78.09,SEVERAL TREES DOWN AND WATER OVER ROADS. (CTP)
2232,UNK,2 S SOUTH PITTSBURG,MARION,TN,34.99,-85.71,NUMEROUS TREES DOWN IN THE MIDWAY COMMUNITY. (MRX)
2235,64,2 ESE LORENTZ,UPSHUR,WV,39,-80.27,(RLX)
2240,UNK,CLEVELAND,BRADLEY,TN,35.18,-84.87,TREES DOWN ON OLD PARKERSVILLE ROAD. (MRX)
2243,UNK,PLEASANT VIEW,WHITLEY,KY,36.68,-84.13,LIMBS...3 TO 4 INCH IN DIAMETER...BLOWN DOWN. (JKL)
2248,UNK,ALMA,ALLEGANY,NY,42.01,-78.05,MULTIPLE TREES DOWN. (BUF)
2250,UNK,TRACY CITY,GRUNDY,TN,35.26,-85.75,TREES BLOWN DOWN IN SEVERAL AREAS NEAR TRACY CITY. ONE TREE FELL ON A HOUSE. (OHX)
2250,UNK,1 NNE TOWER HILL,APPOMATTOX,VA,37.51,-78.78,APPROXIMATELY SIX TREES AND NUMEROUS LARGE TREE LIMBS DOWN (RNK)
2250,UNK,ALMA,ALLEGANY,NY,42.01,-78.05,TREE FELL ON HOUSE. (BUF)
2250,UNK,SPRINGWATER,LIVINGSTON,NY,42.63,-77.59,WIRES DOWN. (BUF)
2254,UNK,5 SW ETOWAH,MCMINN,TN,35.28,-84.59,ROOF BLOWN OFF HOME AND SEVERAL TREES DOWN IN THE COG HILL COMMUNITY. (MRX)
2255,UNK,4 E TULLAHOMA,COFFEE,TN,35.37,-86.14,TREES BLOWN DOWN AND POWER LINES DOWN. (OHX)
2300,UNK,5 NNW BENTON,POLK,TN,35.24,-84.69,TREES AND POWER LINES DOWN NEAR THE ATHENS RD AND PINHOOK RD INTERSECTION. (MRX)
2300,UNK,MONTICELLO,ALBEMARLE,VA,38.01,-78.45,ABOUT 10 LARGE OAK TREES BLOWN DOWN 1.5 MILES EAST OF ROUTE 53 AND ROUTE 20 INTERSECTION. (LWX)
2303,UNK,4 WSW OVERTON,ALBEMARLE,VA,37.94,-78.54,TREE OVER SCOTTSVILLE ROAD. (LWX)
2304,UNK,1 NNE MONTICELLO,ALBEMARLE,VA,38.02,-78.45,TWO TREES DOWN OVER STATE FARM BOULEVARD. (LWX)
2305,UNK,2 SSE WESTMORELAND,ALBEMARLE,VA,38.06,-78.44,TREES DOWN ON BOLLINGBROOK DRIVE. (LWX)
2309,UNK,4 SSE REIDSVILLE,ROCKINGHAM,NC,36.3,-79.64,TREE DOWN ALONG US ROUTE 29 (RNK)
2313,UNK,5 ESE MADISON,ROCKINGHAM,NC,36.35,-79.89,TREE DOWN ON BETHANY ROAD (RNK)
2315,UNK,NEWPORT,PERRY,PA,40.48,-77.13,TREES DOWN (CTP)
2315,UNK,DANSVILLE,LIVINGSTON,NY,42.56,-77.7,ROOF OFF DANSVILLE HS. (BUF)
2324,UNK,1 S MORNINGSIDE,PRINCE GEORGES,MD,38.82,-76.89,LARGE BRANCHES AND SHINGLES ON ALLENTOWN ROAD. A BIG ROAD SIGN BLOWN DOWN NEAR ANDREWS AIRFORCE BASE. (LWX)
2325,UNK,1 SE MORNINGSIDE,PRINCE GEORGES,MD,38.82,-76.88,AT LEAST 9 TREE BRANCHES 8-10 INCHES IN DIAMETER AS WELL AS A LARGE TREE 18-20 INCHES IN DIAMETER BLOWN IN THE DIRECTION FROM ANDREW AFB TOWARD ALLENTOWN ROAD. (LWX)
2325,UNK,CANANDAIGUA,ONTARIO,NY,42.89,-77.28,LINES DOWN AT RT5 AND 20. (BUF)
2335,UNK,OAKPARK,MADISON,VA,38.37,-78.16,A COUPLE OF TREES DOWN OVER THE ROAD NEAR OAKPARK. (LWX)
2345,60,TANNER,LIMESTONE,AL,34.73,-86.97,(HUN)
2346,60,LOYALL,HARLAN,KY,36.85,-83.35,WIND GUSTS ESTIMATED UP TO 60 MPH. (JKL)
2348,UNK,1 WSW ELKLAND,TIOGA,PA,41.99,-77.33,NUMEROUS TREES DOWN. 70X35 FT BARN DESTROYED. CORN BIN LOST. HOUSE MOVED 1FT OFF OF FOUNDATION. 621 W. MAIN ST ELKLAND BORO. (CTP)
2349,UNK,EVARTS,HARLAN,KY,36.86,-83.2,A TRAINED SPOTTER REPORTED THAT SEVERAL 3-5 INCH DIAMETER LIMBS WERE BLOWN FROM TREES IN EVARTS. SOME SHINGLES WERE ALSO BLOWN OFF OF HIS HOME WHILE THE STORM PASSED. T (JKL)
2350,UNK,ELKLAND,TIOGA,PA,41.99,-77.31,SEVERAL TREES DOWN ON POWER LINES. (CTP)
2353,UNK,8 SE MANCHESTER,COFFEE,TN,35.39,-85.98,TREES BLOWN IN THE HILLSBORO COMMUNITY. (OHX)
2355,UNK,EVARTS,HARLAN,KY,36.86,-83.2,MUDSLIDE WITH TREES BLOCKING KY38. (JKL)
2355,UNK,BLEDSOE,HARLAN,KY,36.92,-83.37,TREE ACROSS ROAD. (JKL)
0000,UNK,7 SSW MARYVILLE,BLOUNT,TN,35.65,-84.02,TREES DOWN NEAR INTERSECTION OF CARPENTERS GRADE ROAD AND BERT GARNER LN. (MRX)
0000,UNK,CAMPBELL,STEUBEN,NY,42.23,-77.2,ROOF BLOWN OFF HOUSE (BGM)
0005,UNK,PAINTED POST,STEUBEN,NY,42.16,-77.09,LARGE TREE BRANCHES BROKEN (BGM)
0019,70,KNOXVILLE,KNOX,TN,35.97,-83.95,OCCURRING ON THE UNIVERSITY OF TENNESSEE CAMPUS. (MRX)
0020,UNK,2 W ALCOA,BLOUNT,TN,35.79,-84.01,MODERATE ROOF DAMAGE TO HOMES IN THE LOUISVILLE AREA. (MRX)
0020,UNK,BIG FLATS,CHEMUNG,NY,42.14,-76.93,TREES DOWN IN BIG FLATS... HOREHEADS AND ALPINE IN CHEMUNG COUNTY (BGM)
0025,UNK,2 NE MILLPORT,SCHUYLER,NY,42.29,-76.81,SIGNIFICANT DAMAGE TO BARN TREES AND POWER LINES DOWN (BGM)
0030,UNK,MCMINNVILLE,WARREN,TN,35.69,-85.78,SEVERAL REPORTS OF TREES BLOWN DOWN. ONE TREE ON A HOUSE. (OHX)
0032,UNK,1 ENE BLUEMONT,LOUDOUN,VA,39.12,-77.82,SEVERAL TREES DOWN ON ROUTE 7 IN ROUND HILL (LWX)
0032,UNK,2 N ODESSA,SCHUYLER,NY,42.34,-76.82,4 LARGE TREES DOWN (BGM)
0040,UNK,3 SW BELMONT,SPOTSYLVANIA,VA,38.12,-77.91,TWO TREES DOWN ALONG ROUTE 522. (LWX)
0045,UNK,MOHAWK,GREENE,TN,36.2,-83.06,NUMEROUS TREES DOWN. (MRX)
0048,UNK,ASHCAMP,PIKE,KY,37.27,-82.43,A TREE WAS BLOWN DOWN INTO THE ROADWAY. (JKL)
0057,UNK,5 SW LINDALE,FLOYD,GA,34.14,-85.24,FLOYD COUNTY EMERGENCY MANAGEMENT REPORTS HALF OF A HOUSE DESTROYED AND TWO MISSING TRAILERS. (FFC)
0100,UNK,1 N TURKEY CREEK,PIKE,KY,37.69,-82.31,TREE BLOWN DOWN INTO THE ROAD ON KY HIGHWAY 292. (JKL)
0111,UNK,1 SW CAVE SPRING,FLOYD,GA,34.1,-85.34,AMATEUR RADIO RELAYED REPORTS OF TREES DOWN ON A HOUSE WITH A PERSON TRAPPED INSIDE. (FFC)
0115,UNK,DUNLAP,SEQUATCHIE,TN,35.37,-85.39,ROOF BLOWN OFF BUILDING. (MRX)
0124,UNK,4 S FOLSOM,BARTOW,GA,34.33,-84.83,BARTOW COUNTY FIRE DEPARTMENT REPORTED HOMES DAMAGE WITH PEOPLE TRAPPED BETWEEN ADAIRSVILLE AND SNOW SPRINGS. (FFC)
0125,UNK,3 N CASSVILLE,BARTOW,GA,34.28,-84.85,AMATEUR RADIO RELAYED REPORTS OF DAMAGED HOMES,DOWNED TREES,AND DOWNED POWERLINES. (FFC)
0125,UNK,4 SSW KINGSPORT,SULLIVAN,TN,36.48,-82.58,SEVERAL TREES AND POWERLINES DOWN IN AND AROUND SULLIVAN GARDENS WITH NO INDICATION OF A TORNADO. REPORTED BY NWS STORM SURVEY TEAM. (MRX)
0130,UNK,1 W CASSVILLE,BARTOW,GA,34.24,-84.88,BARTOW COUNTY FIRE DEPT REPORTS HOMES DAMAGED WITH PEOPLE TRAPPED BETWEEN KINGSTON AND CASSVILLE. (FFC)
0130,UNK,4 WNW WHITE,BARTOW,GA,34.31,-84.82,TRAINED SPOTTER REPORTS MULTIPLE HOUSES DESTROYED WITH SEVERAL INJURIES. (FFC)
0130,UNK,4 N WALESKA,CHEROKEE,GA,34.37,-84.55,CHEROKEE COUNTY EMERGENCY MANAGEMENT REPORTS MANY DOWNED TREES NORTH OF WALESKA. (FFC)
0135,UNK,PINE LOG,BARTOW,GA,34.34,-84.73,PUBLIC REPORTED HOUSES DAMAGED IN THE WHITE AND PINE LOG AREA OF BARTOW COUNTY. (FFC)
0142,UNK,2 NE CARTERSVILLE,BARTOW,GA,34.19,-84.78,TRAINED SPOTTER REPORTS MULTIPLE TREES DOWN AND SEVERAL HOUSES DAMAGED. (FFC)
0150,UNK,1 S CEDARTOWN,POLK,GA,34,-85.25,POLK COUNTY 911 RELAYED REPORTS OF SEVERAL HOUSES DAMAGED. (FFC)
0155,UNK,FENTON MOBILE HOME PARK,BROOME,NY,42.21,-75.82,TREES AND POWERLINES DOWN ACROSS ROUTE 79 (BGM)
0200,UNK,WISE,WISE,VA,36.98,-82.58,TREES DOWN. (MRX)
0203,UNK,PROCIOUS,CLAY,WV,38.5,-81.21,NUMEROUS TREES DOWN ON WV 4 NEAR PROCIOUS (RLX)
0205,UNK,CLEVELAND,BRADLEY,TN,35.18,-84.87,COUPLE TREES DOWN. (MRX)
0208,UNK,SPRING CITY,RHEA,TN,35.69,-84.86,NUMEROUS TREES DOWN ON ROAD AND DAMAGE TO A HOME. (MRX)
0208,UNK,DANDRIDGE,JEFFERSON,TN,36.02,-83.42,NUMEROUS TREES DOWN AT DOUGLAS CAMPGROUND. (MRX)
0212,UNK,SE SOPHIA,RALEIGH,WV,37.71,-81.26,TREES DOWN (RLX)
0212,UNK,SE BRADLEY,RALEIGH,WV,37.86,-81.2,TREES AND POWERLINES DOWN (RLX)
0212,UNK,BICKMORE,CLAY,WV,38.38,-81.11,NUMEROUS TREES DOWN ON COUNTY ROUTE 22 NEAR BICKMORE (RLX)
0220,UNK,4 NNW CARROLLTON,CARROLL,GA,33.63,-85.11,CARROLL COUNTY EMERGENCY MANAGEMENT REPORTS NUMEROUS DOWNED TREES BETWEEN BOWDON AND TO THE NORTH OF CARROLLTON. (FFC)
0220,UNK,MOUNT HOPE,RALEIGH,WV,37.91,-81.18,TREES DOWN. (RLX)
0220,UNK,4 NE PORTSMOUTH,SCIOTO,OH,38.77,-82.94,TREE DOWN ON SR 139 AT NEW BOSTON CORP LIMIT. TIME ESTIMATED FROM RADAR. (ILN)
0223,UNK,1 ESE LESTER,RALEIGH,WV,37.73,-81.28,TREE DOWN ON LESTER HIGHWAY IN GLEN WHITE (RLX)
0226,UNK,2 SE SHADY SPRING,RALEIGH,WV,37.69,-81.07,TREE DOWN ON JOE COOPER FARM ROAD IN WHITE OAK (RLX)
0228,UNK,BABCOCK STATE PARK,FAYETTE,WV,37.99,-80.97,TREES DOWN ON RTE 41 (RLX)
0230,UNK,DEL RIO,COCKE,TN,35.92,-83.03,NUMEROUS TREES DOWN. (MRX)
0230,UNK,NEWPORT,COCKE,TN,35.96,-83.19,NUMEROUS TREES DOWN AND DAMAGE TO COCKE COUNTY HIGH SCHOOL. (MRX)
0230,UNK,ABINGDON,WASHINGTON,VA,36.71,-81.97,NUMEROUS TREES DOWN. (MRX)
